genome.genome_id	feature.patric_id	feature.aa_sequence_md5
1313.13767	fig|1313.13767.peg.870	c351e50b35be6219332b6393f8a3de1d
1313.13767	fig|1313.13767.repeat.43	
1313.13767	fig|1313.13767.repeat_unit.484	
1313.13767	fig|1313.13767.peg.555	7ad8f7ec6d66cbce6bc2950a782670f1
1313.13767	fig|1313.13767.rna.7	
1313.13767	fig|1313.13767.repeat.122	
1313.13767	fig|1313.13767.repeat_unit.438	
1313.13767	fig|1313.13767.repeat_unit.619	
1313.13767	fig|1313.13767.peg.2228	a0146dcc4a156a3c895fefd5e3e36047
1313.13767	fig|1313.13767.repeat.196	
1313.13767	fig|1313.13767.peg.1187	42c11ee3f9c2be4c4b4e089e93fd5a1b
1313.13767	fig|1313.13767.peg.1165	704bd5aff5b6934d6aaa8daee7569897
1313.13767	fig|1313.13767.repeat.14	
1313.13767	fig|1313.13767.peg.400	2fc415543ba98e88caf030edb2a69165
1313.13767	fig|1313.13767.peg.42	b2bdab02949bb987c128e6fb3ec25ba5
1313.13767	fig|1313.13767.peg.1502	0fe4beb58afa1c5403c7e43e3b9cfd98
1313.13767	fig|1313.13767.peg.301	7b75f0f38252ada8685310077ba33e64
1313.13767	fig|1313.13767.peg.35	3ed5fdcc57c90a864fd194dcc120115f
1313.13767	fig|1313.13767.peg.1621	36c84d6944d9bd32f1940da682d7eaa7
1313.13767	fig|1313.13767.peg.1895	75d0479eaf75b6d14e1c4c1d318608c6
1313.13767	fig|1313.13767.peg.659	0eae390f7e9c93cbbcb8b825b503f496
1313.13767	fig|1313.13767.repeat_unit.226	
1313.13767	fig|1313.13767.peg.428	b3531ce83d8c06f2c917b75df0b09ba1
1313.13767	fig|1313.13767.peg.1819	16331a1357e7ca504e6251bae21ed04c
1313.13767	fig|1313.13767.repeat.255	
1313.13767	fig|1313.13767.peg.740	8f6b2225048c971baf06b7186add581c
1313.13767	fig|1313.13767.peg.544	69b094516e0b51f9fb5dea5039a20afb
1313.13767	fig|1313.13767.peg.1029	891b6bc34ee9831a590d360a6c28a1bf
1313.13767	fig|1313.13767.peg.1648	e6ffdfdfca6c3a4d56cc5a8cab19cf25
1313.13767	fig|1313.13767.peg.8	6dfa52dcf11cb1cdcb2c5393d005f88d
1313.13767	fig|1313.13767.peg.1235	2d8987e92879da2002249dd8877a7907
1313.13767	fig|1313.13767.peg.946	28c6976624efb17456e51ee6f1e5fc61
1313.13767	fig|1313.13767.peg.879	6864b86df4d0da23be5e571eb98b1b3d
1313.13767	fig|1313.13767.repeat_unit.157	
1313.13767	fig|1313.13767.repeat.83	
1313.13767	fig|1313.13767.peg.1789	16e3f25f82e59e11b58000c1328368c9
1313.13767	fig|1313.13767.peg.1965	884cdb9786b69c4cdeba874119ad097a
1313.13767	fig|1313.13767.peg.2239	f16bbde40b02e3adc80102e8a546c366
1313.13767	fig|1313.13767.peg.184	6100af5b5ee3ae85ab06e8875fa02c72
1313.13767	fig|1313.13767.peg.2188	4b8a3f499f2b5c82df3d45b8f69bf737
1313.13767	fig|1313.13767.repeat.125	
1313.13767	fig|1313.13767.repeat_unit.362	
1313.13767	fig|1313.13767.peg.526	ddaf17ba3df27d25111366b42823eb60
1313.13767	fig|1313.13767.peg.1693	e9089e32a4155aeba1cbef624e916478
1313.13767	fig|1313.13767.repeat_unit.182	
1313.13767	fig|1313.13767.peg.1662	865293d864b07641bf5e4f012f2a886a
1313.13767	fig|1313.13767.peg.260	267d297dfb005b4ceea8a2de7c13cc46
1313.13767	fig|1313.13767.repeat_unit.149	
1313.13767	fig|1313.13767.peg.549	f6075c35e4c9cb38d51d99afb5f8e5a1
1313.13767	fig|1313.13767.peg.1294	5c129d34d38ce83f3616a7cb848dd2a7
1313.13767	fig|1313.13767.peg.1799	f514259167876d1f828ea3c3f03a0a3b
1313.13767	fig|1313.13767.rna.6	
1313.13767	fig|1313.13767.peg.196	974c15d24119e2e97cdece1976a84b8e
1313.13767	fig|1313.13767.repeat_unit.532	
1313.13767	fig|1313.13767.repeat_unit.345	
1313.13767	fig|1313.13767.peg.1125	d30bb188cbf5d297ed9e2d706ca16c6d
1313.13767	fig|1313.13767.peg.1910	0b94995d6e049c3dab41e63006a49be1
1313.13767	fig|1313.13767.peg.340	7387ab59c485e2bc687ffbf5d83abfa5
1313.13767	fig|1313.13767.peg.1995	6b8f504d87971caab779233bb78e40d4
1313.13767	fig|1313.13767.peg.495	0876f3ebdc0a8a5aae512db0a4c5ad40
1313.13767	fig|1313.13767.peg.1413	1e00145f4bb6ab53b88ce41f607c9d66
1313.13767	fig|1313.13767.peg.1879	9025968362b81039d5e114a5b712c8f0
1313.13767	fig|1313.13767.peg.1395	3898bcd18ac79351d049875cdc00f543
1313.13767	fig|1313.13767.peg.1295	dbe3d9cb2d89d6e3a7adf231069a42ce
1313.13767	fig|1313.13767.repeat_unit.114	
1313.13767	fig|1313.13767.peg.1375	42958fb53dbffeb89af6d04a0bbee672
1313.13767	fig|1313.13767.peg.569	6bcb6babd0e6ba5c88ed4db576121319
1313.13767	fig|1313.13767.peg.1016	6fa2073abe53a4b1b57dd98dd349114c
1313.13767	fig|1313.13767.repeat.247	
1313.13767	fig|1313.13767.peg.506	3c706bb06d861f7767618c680014b94c
1313.13767	fig|1313.13767.peg.1356	7fc0a4c10ce0e87b80b1f3f73122f0f5
1313.13767	fig|1313.13767.peg.1453	8fc012141d3c6fb7223a378ac2852203
1313.13767	fig|1313.13767.peg.1510	64c6c242e40c1cd7b228043a7ea7ceb7
1313.13767	fig|1313.13767.repeat_unit.436	
1313.13767	fig|1313.13767.peg.1806	4c06ae9a05340893d3e422eac9669f98
1313.13767	fig|1313.13767.peg.598	2da6040d954f27485a2f825fd04a8622
1313.13767	fig|1313.13767.peg.406	4342c538c55796a91d5eec8d53118862
1313.13767	fig|1313.13767.repeat.25	
1313.13767	fig|1313.13767.peg.1427	b67c69e6427a724a9486ade13089bd7a
1313.13767	fig|1313.13767.peg.1698	66ada235a9c36c53ff88105ce86a6689
1313.13767	fig|1313.13767.repeat_unit.495	
1313.13767	fig|1313.13767.repeat.19	
1313.13767	fig|1313.13767.peg.1858	c648ee4f3c6cc2813a3966aab2e41f3c
1313.13767	fig|1313.13767.peg.1444	130cd9520a8eada0b25a6726f761ab5d
1313.13767	fig|1313.13767.repeat_unit.310	
1313.13767	fig|1313.13767.peg.1977	4705ffbadde40f1ba99dd7c919255841
1313.13767	fig|1313.13767.repeat_unit.330	
1313.13767	fig|1313.13767.peg.1368	69ad1c9a130cb2321e4e692f09e55fe5
1313.13767	fig|1313.13767.peg.1179	9e83deb392f3e58725f9733d01e5e640
1313.13767	fig|1313.13767.peg.1564	b7c37449f056c41920cf769180fd6bd4
1313.13767	fig|1313.13767.peg.242	5f4c151b4cb987f5ecc62e430095ac24
1313.13767	fig|1313.13767.repeat_unit.145	
1313.13767	fig|1313.13767.peg.1552	9073615277805fc83ce5fcfbd2afe030
1313.13767	fig|1313.13767.repeat_unit.33	
1313.13767	fig|1313.13767.peg.2210	82f1332cb660fefa72e630a78e4313f6
1313.13767	fig|1313.13767.peg.752	9ae49cf25f532ad5d0aedc4d1cdf489a
1313.13767	fig|1313.13767.peg.2143	a687f42684e4ceca855544403fdd7bbf
1313.13767	fig|1313.13767.peg.791	1fe1d33eb74a6570d4b592891c867416
1313.13767	fig|1313.13767.peg.1064	6d9cfd7bbdcb92aa5ba3ac6d83265e90
1313.13767	fig|1313.13767.peg.1435	2946b522093a85d3eb1753c4b2a82455
1313.13767	fig|1313.13767.peg.151	67c52c1f5ae027772fe25fbddc0a617d
1313.13767	fig|1313.13767.peg.298	6a9964775fc18b160f3ead6cc7dc7823
1313.13767	fig|1313.13767.peg.1041	5da9252347f595b05d228e302f9fe724
1313.13767	fig|1313.13767.peg.1846	2dc338037671a4a9d2167ed9c604da3f
1313.13767	fig|1313.13767.repeat.93	
1313.13767	fig|1313.13767.peg.1229	4cf298b24ade2868568194b4f48c1c85
1313.13767	fig|1313.13767.peg.630	c1f303fff156d719f8f2a228bf25b13f
1313.13767	fig|1313.13767.peg.376	30e917eeec735f0aaa7848ef2d8c7ac9
1313.13767	fig|1313.13767.peg.616	4d41bb9f16592a0e01cfeb8ac811fb2e
1313.13767	fig|1313.13767.repeat_unit.121	
1313.13767	fig|1313.13767.repeat.127	
1313.13767	fig|1313.13767.peg.1185	003270371b2caa9f10383afa63ebf16f
1313.13767	fig|1313.13767.peg.1148	2c65564d54d0c3171308798647e6d117
1313.13767	fig|1313.13767.peg.1080	b138424dea53d19f1c455eea3bc44b83
1313.13767	fig|1313.13767.peg.895	318b103ea6a829b66f3db1c6d53a7da9
1313.13767	fig|1313.13767.peg.1536	00297da6a462a51a9bb6531d69b3491b
1313.13767	fig|1313.13767.repeat.113	
1313.13767	fig|1313.13767.repeat_unit.293	
1313.13767	fig|1313.13767.peg.1320	a49104bb13bfefd3b7e9783b87f8bfc5
1313.13767	fig|1313.13767.peg.1508	787621b37f445b482c4cdf9cabfbd28f
1313.13767	fig|1313.13767.repeat_unit.582	
1313.13767	fig|1313.13767.peg.1360	d9f407e7cbf885bed0277a7b43356810
1313.13767	fig|1313.13767.peg.92	701f03f0cd71061243beb54c6fa05bf9
1313.13767	fig|1313.13767.peg.658	28b985dcbccb973a2179819ea82cf1c1
1313.13767	fig|1313.13767.peg.996	839fcf44a7b6954220639b879db142f7
1313.13767	fig|1313.13767.peg.586	2f0f6ce66cadf9ff6524cc54b8f66ef8
1313.13767	fig|1313.13767.peg.1638	1f8885317c55a27e2aab1d24612f092f
1313.13767	fig|1313.13767.repeat.53	
1313.13767	fig|1313.13767.rna.14	
1313.13767	fig|1313.13767.peg.1127	8bc71e9aaadb9045001c3d3529d26ac0
1313.13767	fig|1313.13767.peg.220	454ff6ece15708a8b2c39fa305d85ee2
1313.13767	fig|1313.13767.peg.1214	9fcd77fe23e9720c099a172b848ab2cb
1313.13767	fig|1313.13767.peg.919	6e78698dc20349f5ad65f6d0a5c88be2
1313.13767	fig|1313.13767.repeat.66	
1313.13767	fig|1313.13767.peg.773	93cddd401639371dc60a4e2c38b994ba
1313.13767	fig|1313.13767.peg.466	00868f3c929c8e663d05ac4d2c0bf8b6
1313.13767	fig|1313.13767.repeat_unit.71	
1313.13767	fig|1313.13767.repeat_unit.234	
1313.13767	fig|1313.13767.peg.331	ae6abf9f49cbd68f461793196e127aa3
1313.13767	fig|1313.13767.peg.1347	8a47cfad0e39aab8fe421449b2024d5c
1313.13767	fig|1313.13767.peg.701	e0160229f3ee1f2aeec1b68b16ae1f7b
1313.13767	fig|1313.13767.peg.1920	2f670acb7efc6907ab4f69a80cf808d8
1313.13767	fig|1313.13767.peg.97	8cefaa9996b601615ef9a002caeb6874
1313.13767	fig|1313.13767.peg.1845	75279b1584062c1268c13315e2244518
1313.13767	fig|1313.13767.repeat.104	
1313.13767	fig|1313.13767.peg.273	01763a421933c670aa7b62086d194968
1313.13767	fig|1313.13767.peg.407	cb154496d61a7538dbb24e7d73c2f0a4
1313.13767	fig|1313.13767.peg.1300	c313d38c6bff90178428dd5b8ae617a9
1313.13767	fig|1313.13767.peg.1787	17cf7adec99a6be87e8f69c9d60b6157
1313.13767	fig|1313.13767.peg.1653	c95b3e0e2ccbf807b4ae0885ac0329d2
1313.13767	fig|1313.13767.peg.146	2a4b3a02198cd59ec4fe7795ac9e790a
1313.13767	fig|1313.13767.repeat_unit.343	
1313.13767	fig|1313.13767.peg.706	e17860138a1d53a3a673859dabb9ccf8
1313.13767	fig|1313.13767.peg.155	6c81de45a831a520c7a3dea8ecdf6ef7
1313.13767	fig|1313.13767.peg.594	cd33bfa952a8ffe023d4b1c9ded8e106
1313.13767	fig|1313.13767.peg.109	e77857291708b5a7ad0e1cd15f3c9710
1313.13767	fig|1313.13767.rna.15	
1313.13767	fig|1313.13767.repeat.151	
1313.13767	fig|1313.13767.peg.13	2434a5d031750975801e57f2d33fe0ec
1313.13767	fig|1313.13767.repeat_unit.337	
1313.13767	fig|1313.13767.peg.1255	402a097f1abef8949de112c07ce7011a
1313.13767	fig|1313.13767.repeat_unit.298	
1313.13767	fig|1313.13767.peg.850	639e859823d46cbe1035b5b5131e7083
1313.13767	fig|1313.13767.repeat_unit.519	
1313.13767	fig|1313.13767.peg.877	ffe0563a590f538d737f85f576f9f817
1313.13767	fig|1313.13767.repeat_unit.178	
1313.13767	fig|1313.13767.peg.744	206aa1637bc17691819bfb661b34398d
1313.13767	fig|1313.13767.peg.1314	6bc3b79094e5080b2b9fbf52d86d93b0
1313.13767	fig|1313.13767.peg.1652	014f84e6b8dd5971cfa2f2f3ec298025
1313.13767	fig|1313.13767.peg.76	002dfe80ee3132ffeaf1e7d61f9dbb30
1313.13767	fig|1313.13767.peg.20	b2b132be95d3f63b452bde1b6b4eb97b
1313.13767	fig|1313.13767.peg.1767	4bad2d940a7ed5cadbe0d1992c2dd0cb
1313.13767	fig|1313.13767.peg.747	2f2028dd61d7b0e5dd70778b6db9422b
1313.13767	fig|1313.13767.peg.1694	bbad19a81def0c4b79a4ca557242ad63
1313.13767	fig|1313.13767.peg.478	8b8613907e49ba2e3aacf9017bab64cc
1313.13767	fig|1313.13767.peg.401	e006c4328ff7d16c6fd36b5902eadc27
1313.13767	fig|1313.13767.repeat_unit.530	
1313.13767	fig|1313.13767.peg.1529	1d56500777d45c73d7889a08dc5d8928
1313.13767	fig|1313.13767.repeat.148	
1313.13767	fig|1313.13767.peg.1082	d6ca8bc75657b30d1dd94a1e7d88a810
1313.13767	fig|1313.13767.peg.1935	d5274fec7e1816da9b19de5c9aaea964
1313.13767	fig|1313.13767.peg.545	41770053223c97517da85af78bb16206
1313.13767	fig|1313.13767.peg.1406	e5fa90c3571e80dafa6068fa0918bc0f
1313.13767	fig|1313.13767.peg.1678	85a95ea32ce44b702a660ee899574d44
1313.13767	fig|1313.13767.repeat_unit.93	
1313.13767	fig|1313.13767.peg.806	273538f372af49ff84eefe2c90f41aa3
1313.13767	fig|1313.13767.peg.1372	d967c0d2c16cc02b4435e5161e8d47c8
1313.13767	fig|1313.13767.peg.1488	9cecb9ecc7b0f3a5b58cad52b487269f
1313.13767	fig|1313.13767.peg.1410	3c69ea5917f9f49e9a1b8c7c9470dcdf
1313.13767	fig|1313.13767.peg.1414	a5e2406f92013251e1c4d45ba0564a79
1313.13767	fig|1313.13767.peg.729	cd08ad762ec0de5f65eb9ec911b44617
1313.13767	fig|1313.13767.peg.2211	f9bae5ec1b957df3ef57d1643834ae0b
1313.13767	fig|1313.13767.repeat_unit.37	
1313.13767	fig|1313.13767.peg.2101	99dff991b535cae735720e7e4213d39a
1313.13767	fig|1313.13767.peg.967	4845d41bfe4bf0ee3f2fc6a18ba443c5
1313.13767	fig|1313.13767.repeat_unit.309	
1313.13767	fig|1313.13767.repeat_unit.390	
1313.13767	fig|1313.13767.peg.674	a7c951244994e621921bb260aef205a2
1313.13767	fig|1313.13767.peg.733	cbb81519ff1a70a3da0731c3b292fba9
1313.13767	fig|1313.13767.rna.11	
1313.13767	fig|1313.13767.peg.524	96f808cb80d646d31a0a65482eadf167
1313.13767	fig|1313.13767.peg.1725	be2e992986f8a9db761d42d1c1bd72f0
1313.13767	fig|1313.13767.repeat.252	
1313.13767	fig|1313.13767.peg.174	cb3a882a007f7577d046be21a5dc7fc7
1313.13767	fig|1313.13767.peg.1328	3a5772123c809c8e399e86578617ebd0
1313.13767	fig|1313.13767.peg.272	0ae61b69e330112fef1b1938704069d2
1313.13767	fig|1313.13767.repeat_unit.256	
1313.13767	fig|1313.13767.peg.1866	f2ae4a0ec6804e3092d473edfea66e09
1313.13767	fig|1313.13767.peg.509	c3898f22eeca735754802d4cd3844920
1313.13767	fig|1313.13767.peg.622	30b6676dfd76bf312fcaa77e074dc7f3
1313.13767	fig|1313.13767.repeat_unit.516	
1313.13767	fig|1313.13767.peg.519	ff3c81858a7105443f5a8de6a0ae561e
1313.13767	fig|1313.13767.repeat.275	
1313.13767	fig|1313.13767.peg.61	a4d1e0162bcdc804baa4f30b1d6afb8a
1313.13767	fig|1313.13767.repeat.256	
1313.13767	fig|1313.13767.repeat_unit.402	
1313.13767	fig|1313.13767.peg.3	5208dbd8098f203ec5a802eb55a46ce1
1313.13767	fig|1313.13767.peg.368	473c33c155260586dc4e07af8e86dd7e
1313.13767	fig|1313.13767.peg.1939	af12d44b4fbb2b42f6b8dc539795387d
1313.13767	fig|1313.13767.peg.934	e44e25490b0e9ec6e2be50138330e6a4
1313.13767	fig|1313.13767.peg.2062	b503357a4aa8c4eb785f418ae70c1612
1313.13767	fig|1313.13767.repeat_unit.115	
1313.13767	fig|1313.13767.peg.140	ed65556eb3a279e0f01956d549bb2ba7
1313.13767	fig|1313.13767.repeat_unit.94	
1313.13767	fig|1313.13767.peg.1035	cf6f6fb31262f6907b5b7d5cf22c4b84
1313.13767	fig|1313.13767.peg.1859	6cb6ed44e73b49b52f59bf5df55e3a6a
1313.13767	fig|1313.13767.peg.280	fa30779eac133ca02aa2ccfa192505b1
1313.13767	fig|1313.13767.peg.465	48d1bbb127d14eef203747b310b900be
1313.13767	fig|1313.13767.repeat_unit.546	
1313.13767	fig|1313.13767.peg.266	585a5644a2a931dfe8f3e4cac505e106
1313.13767	fig|1313.13767.repeat.137	
1313.13767	fig|1313.13767.peg.587	71bcfb18717ff00feb53b25a78955522
1313.13767	fig|1313.13767.peg.2108	edfb1db4c61af051347c4e1417f6ec03
1313.13767	fig|1313.13767.peg.1313	31e95fea57adcae413b58aca255ed0d8
1313.13767	fig|1313.13767.peg.709	a14f8c637fe5eed77a9aa470a112ca47
1313.13767	fig|1313.13767.peg.143	e3a1a7f24dfa3c7160b771a406ff6fa1
1313.13767	fig|1313.13767.repeat_unit.257	
1313.13767	fig|1313.13767.peg.1014	3df41794c28fee9bb45eb811f8d1785f
1313.13767	fig|1313.13767.peg.1574	c67ce2972f0031b4cbe547ec5380b723
1313.13767	fig|1313.13767.peg.2095	72e29d568e29bdc2ffcf04611c396cc5
1313.13767	fig|1313.13767.peg.361	d2516ea628c54fdd92b6e99743af4c83
1313.13767	fig|1313.13767.peg.815	429cd303d06b2e6d1477512490558a71
1313.13767	fig|1313.13767.peg.1697	edd52e22bfcac0494b149a995be7754e
1313.13767	fig|1313.13767.peg.444	78532394f37db09a3bbd8d33792eb8be
1313.13767	fig|1313.13767.peg.1348	62e064403928e353881fcb3d70154065
1313.13767	fig|1313.13767.repeat_unit.455	
1313.13767	fig|1313.13767.peg.1942	5e13d3ac00abce749d3fa0aa7a0c3554
1313.13767	fig|1313.13767.peg.2206	cf62e1877f5915779976d11b932ebf37
1313.13767	fig|1313.13767.repeat_unit.428	
1313.13767	fig|1313.13767.peg.292	f95c653604851c730527ea37ece4290f
1313.13767	fig|1313.13767.peg.300	2abd4d9a4539d6645dda5bff364731bb
1313.13767	fig|1313.13767.peg.1670	7ed1c8760221d096f7fd65e836bd481f
1313.13767	fig|1313.13767.assembly_gap.6	
1313.13767	fig|1313.13767.peg.135	3f56b83b1c0f2c7c8dc974af5e7fb9a9
1313.13767	fig|1313.13767.repeat_unit.580	
1313.13767	fig|1313.13767.peg.1393	26eae2929350600a942474f4d38f4698
1313.13767	fig|1313.13767.repeat.207	
1313.13767	fig|1313.13767.peg.541	ff1c0b07b72ef8c0c992bf15de8cb6d2
1313.13767	fig|1313.13767.peg.1990	6069bcdfe2911ee08ca4b7c84b669f89
1313.13767	fig|1313.13767.peg.1236	f24e8c54ed1df17f6d445e3467c3a44b
1313.13767	fig|1313.13767.repeat_unit.1	
1313.13767	fig|1313.13767.peg.186	a2d5b3cd8be0f792d74f6fcff3e4c929
1313.13767	fig|1313.13767.peg.125	8186b60fbeeb1cd9c13605b738b12f6e
1313.13767	fig|1313.13767.peg.2079	1cc8eddb990928bb4ff22bf4e6df5690
1313.13767	fig|1313.13767.peg.698	b466a8107b029dc6fdfb5c77c6b54b76
1313.13767	fig|1313.13767.repeat_unit.472	
1313.13767	fig|1313.13767.peg.318	718846e3eca8f675a6f0e01ecb69c366
1313.13767	fig|1313.13767.peg.715	0c64ef899e63834ac293f6de5c0a18cf
1313.13767	fig|1313.13767.peg.176	eea9b6502d53989d38d4f3942f3a9074
1313.13767	fig|1313.13767.peg.965	fdaeb361f76905de5d0e1657c1e779f9
1313.13767	fig|1313.13767.peg.1090	1e95d8d148cae4c0c784ba8c88728ec7
1313.13767	fig|1313.13767.peg.108	032f5c2890b91a983088f7f504f5482e
1313.13767	fig|1313.13767.peg.1599	d5252282c66c481cc89da87e8d3b2922
1313.13767	fig|1313.13767.repeat.178	
1313.13767	fig|1313.13767.repeat_unit.92	
1313.13767	fig|1313.13767.peg.491	e6393f91d62e239e5691b6e88113d566
1313.13767	fig|1313.13767.peg.1981	22dc68ebbb5c0542d5667da57b8d27ae
1313.13767	fig|1313.13767.peg.754	84d15479b18ee1ae3174178a8d8970b7
1313.13767	fig|1313.13767.peg.1951	59b5a39a5194ab01e7f473c724fbcd89
1313.13767	fig|1313.13767.repeat_unit.232	
1313.13767	fig|1313.13767.repeat.134	
1313.13767	fig|1313.13767.peg.760	b220cab50ea8641ccb06add1c2ed7d78
1313.13767	fig|1313.13767.peg.418	02817fd070f17e75dbfa0802ae27ce97
1313.13767	fig|1313.13767.peg.1287	a73fee672d689489d71ff22a3f3f4b6f
1313.13767	fig|1313.13767.peg.1612	f1ccd48222da01312b1d92d978020b6e
1313.13767	fig|1313.13767.peg.2023	632edadc5bcdd45fefd0d5d3f764b8c3
1313.13767	fig|1313.13767.peg.584	b8f11f9d6dc2b613a3e25f8b180427a8
1313.13767	fig|1313.13767.repeat_unit.473	
1313.13767	fig|1313.13767.peg.243	1925d81bd7bd491a9c8e228966a01888
1313.13767	fig|1313.13767.peg.116	25da31dbfb14eb90d500fa62a4381a07
1313.13767	fig|1313.13767.repeat.31	
1313.13767	fig|1313.13767.repeat_unit.144	
1313.13767	fig|1313.13767.repeat_unit.54	
1313.13767	fig|1313.13767.peg.642	5690a33eef0bd5686bba736f77e7184d
1313.13767	fig|1313.13767.repeat.257	
1313.13767	fig|1313.13767.peg.942	31c527d991bece8b0d72c5400f9a5680
1313.13767	fig|1313.13767.peg.667	bec6d899a82219679424ef08dfbd5c22
1313.13767	fig|1313.13767.peg.2137	4743232f6d54adc65aa0ba8c7c1a3073
1313.13767	fig|1313.13767.peg.878	6c0dc43692aa4392df09e1683236c59e
1313.13767	fig|1313.13767.peg.1795	319471b7b0a0d6d4416b47c2963fdbb5
1313.13767	fig|1313.13767.peg.830	2c0ad3212dfa3714d28ad976cd6559f0
1313.13767	fig|1313.13767.peg.79	d735386911ab1560618424ea929863a1
1313.13767	fig|1313.13767.peg.1999	5dd12d42bc109905be0ab4680c7ba635
1313.13767	fig|1313.13767.peg.1329	5c91bee1e149d2278561063032437f7b
1313.13767	fig|1313.13767.repeat_unit.241	
1313.13767	fig|1313.13767.repeat_unit.209	
1313.13767	fig|1313.13767.peg.618	e83b1199a429ad8ef4e69331d79f2ab9
1313.13767	fig|1313.13767.peg.1610	553c7df53c225e6d8a9ab892b621a235
1313.13767	fig|1313.13767.peg.1854	575df3e5130a3cda845da3f9ae227874
1313.13767	fig|1313.13767.peg.1675	9292d97b6b17cfd13bf66d6d0288ebae
1313.13767	fig|1313.13767.peg.1138	a9193caba3dc6f40ce849129574f752e
1313.13767	fig|1313.13767.peg.1744	1f130b04adb16331064c6b460174e074
1313.13767	fig|1313.13767.assembly_gap.8	
1313.13767	fig|1313.13767.peg.1102	69042ac364483e78d2efc09bc9d25849
1313.13767	fig|1313.13767.peg.1434	9f632a32f167b4c96c9454f195f03321
1313.13767	fig|1313.13767.peg.40	275cec43e0b565bfab4a53829dab0ca5
1313.13767	fig|1313.13767.peg.557	f6487e5fe2d1d4c1951dac2dcedab58d
1313.13767	fig|1313.13767.peg.1582	16f740571660af996ef8617c279a22e4
1313.13767	fig|1313.13767.peg.1712	01381e762e9dcfcb4ed5052a641dc823
1313.13767	fig|1313.13767.peg.1355	6d05b64604da6fdd715390977c1502b0
1313.13767	fig|1313.13767.repeat.221	
1313.13767	fig|1313.13767.repeat_unit.443	
1313.13767	fig|1313.13767.peg.2033	312fb495a07c0af0a73c47a58cf2e272
1313.13767	fig|1313.13767.repeat_unit.13	
1313.13767	fig|1313.13767.peg.1297	7d72e873c37df4213006bebd35042733
1313.13767	fig|1313.13767.peg.387	e4aff4a569d193c67b94ac19b333a324
1313.13767	fig|1313.13767.repeat.215	
1313.13767	fig|1313.13767.peg.577	2cd0361ddba240449e6a3875c57b79ed
1313.13767	fig|1313.13767.repeat.142	
1313.13767	fig|1313.13767.peg.1103	a49ab111b1b2f1d65c65b5e933ab30d6
1313.13767	fig|1313.13767.rna.22	
1313.13767	fig|1313.13767.repeat_unit.202	
1313.13767	fig|1313.13767.peg.1614	13edb8e33c7097affef40d8238900743
1313.13767	fig|1313.13767.peg.2155	713b1434f2c114a13278827147e0ff49
1313.13767	fig|1313.13767.peg.719	e655b6442beee04be7c1baee8b81aee4
1313.13767	fig|1313.13767.repeat.246	
1313.13767	fig|1313.13767.peg.2066	30e64aa553d676e777ff01378880f32b
1313.13767	fig|1313.13767.peg.635	2cf18714602d367c3b357a251ab3d1c6
1313.13767	fig|1313.13767.peg.252	5914fa5ef3fde3c9a96d480b9c3c3e47
1313.13767	fig|1313.13767.peg.1051	09ec3e06374f38a42d31aef2e436504b
1313.13767	fig|1313.13767.peg.1377	fd417406e310b53a5696da1426f8f89b
1313.13767	fig|1313.13767.peg.211	22d732e8b6e879c3c171b790fac124bb
1313.13767	fig|1313.13767.peg.2240	69fc67e5ae9d97c38744c43dd6ba5fa0
1313.13767	fig|1313.13767.peg.7	112144d95d30a374645f6a2a7df7ddae
1313.13767	fig|1313.13767.peg.58	161addec9dd2ad310b376cb405d966bf
1313.13767	fig|1313.13767.repeat_unit.555	
1313.13767	fig|1313.13767.peg.360	ee3dc2a3871a21035ad7af90bdda919e
1313.13767	fig|1313.13767.repeat.138	
1313.13767	fig|1313.13767.repeat.270	
1313.13767	fig|1313.13767.peg.310	84d5b93dbd018e43cc0c7f402d2a0c02
1313.13767	fig|1313.13767.peg.1604	cc9e0ab98004f4cda4a421786671b2d4
1313.13767	fig|1313.13767.peg.1012	67af1edf3f4747f5f9da23bdf3a6a054
1313.13767	fig|1313.13767.peg.1456	29969bfcc0537cf529f0a900713d207e
1313.13767	fig|1313.13767.repeat_unit.207	
1313.13767	fig|1313.13767.repeat_unit.342	
1313.13767	fig|1313.13767.peg.1844	c5e4f71ee64c1bee29c72a95c87a3275
1313.13767	fig|1313.13767.peg.1217	d2815060c2bfc3357b6fb640cea2bcd5
1313.13767	fig|1313.13767.peg.2092	e607d29e893362acc484c1af47feb25b
1313.13767	fig|1313.13767.peg.1630	6421817d51b90fb64b48501bd11b0b7a
1313.13767	fig|1313.13767.peg.609	349fd86478b5ceb69d051995cddd24f4
1313.13767	fig|1313.13767.peg.158	b7a8357e7d544244265c747413452038
1313.13767	fig|1313.13767.peg.1054	f721b89dbbfea3194fec1a69d9fb4198
1313.13767	fig|1313.13767.peg.1078	4f5899081b611cacfc2fa8c98924bad7
1313.13767	fig|1313.13767.peg.726	2ae1c3b69bfcb025c4cb0190f5bede24
1313.13767	fig|1313.13767.peg.1483	bb4041ea92f4fe2cebf0c63566a7b4c1
1313.13767	fig|1313.13767.peg.1466	b237a320890986800f4d519be8f9cd5e
1313.13767	fig|1313.13767.peg.1492	c38662bb0ecdcbae551b52f6ec899ca9
1313.13767	fig|1313.13767.peg.327	07d03cd99f0a603af8fda0e0c125a1a3
1313.13767	fig|1313.13767.peg.1013	7d4b83da67f4e1a200dad504f39db3c3
